"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"615","Alphacoronavirus","BtRf-AlphaCoV/YN2012","NC_028824.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.1115,0.03901,0.09679,0.04988,0.13357,0.0802,0.2304,0.25864
"616","Alphacoronavirus","BtRf-AlphaCoV/YN2012","KJ473808.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.1115,0.03901,0.09679,0.04988,0.13357,0.0802,0.2304,0.25864
"617","Betacoronavirus","BtRf-BetaCoV/HeB2013","KJ473812.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.0044,0,0.00237,0.00175,0,5e-04,0.0036,0.98738
"618","Alphacoronavirus","BtRf-BetaCoV/HeN2013","KJ473817.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.01813,0.002,0.00563,0.001,0.00045,0.00813,0.03608,0.92857
"619","Alphacoronavirus","BtRf-BetaCoV/HuB2013","KJ473818.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.0218,0.00158,0.077,0,0.00578,0.00868,0.01975,0.8654
"620","Betacoronavirus","BtRf-BetaCoV/JL2012","KJ473811.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.03239,0.00333,0.05216,0.0012,0.00538,0.00885,0.06468,0.83201
"621","Betacoronavirus","BtRf-BetaCoV/SX2013","KJ473813.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.02386,0.00031,0.01482,0.00144,0.00614,0.00664,0.02495,0.92184
"622","Betacoronavirus","BtRs-BetaCoV/GX2013","KJ473815.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01707,0.01023,0.07857,0.0114,0.00812,0.00287,0.04277,0.82898
"623","Betacoronavirus","BtRs-BetaCoV/HuB2013","KJ473814.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.05685,0.01168,0.08451,0.00836,0.01148,0.01693,0.09457,0.71564
"624","Betacoronavirus","BtRs-BetaCoV/YN2013","KJ473816.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00915,0.00167,0.02753,0.0017,0.00673,0.00678,0.1074,0.83903
"625","Alphacoronavirus","Cardioderma bat coronavirus/Kenya/KY43/2006","HQ728480.1","Cardioderma cor","yinpterochiroptera","yangochiroptera",0.07853,0.00693,0.04013,0.01545,0.07039,0.12136,0.34996,0.31724
"626","Betacoronavirus","Coronavirus BtRl-BetaCoV/SC2018","MK211374.1","Rhinolophus","yinpterochiroptera","yinpterochiroptera",0.0395,0.01045,0.08237,0.00648,0.01348,0.0247,0.16587,0.65715
"627","Alphacoronavirus","Coronavirus BtRs-AlphaCoV/YN2018","MK211373.1","Cynopterus sphinx","yinpterochiroptera","yangochiroptera",0.0436,0.02962,0.06025,0.0126,0.03115,0.0866,0.40822,0.32797
"628","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018A","MK211375.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.02067,5e-04,0.02252,0.0055,0.0025,0.01725,0.0604,0.87067
"629","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018B","MK211376.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.02183,0.01375,0.04989,0.03033,0.02517,0.00695,0.07403,0.77806
"630","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018C","MK211377.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.00487,0,0.0044,0.001,0.00092,0.00845,0.04133,0.93903
"631","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018D","MK211378.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.01813,0.00093,0.0837,0.00217,0.00509,0.00927,0.0435,0.83721
"632","Betacoronavirus","Coronavirus BtRt-BetaCoV/GX2018","MK211379.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.20305,0.0294,0.20897,0.0734,0.07298,0.07748,0.10998,0.22473
"633","Betacoronavirus","Eidolon bat coronavirus/Kenya/KY24/2006","HQ728482.1","Eidolon helvum","yinpterochiroptera","yinpterochiroptera",0.07652,0.04444,0.05451,0.02596,0.12989,0.03755,0.18744,0.4437
"634","Alphacoronavirus","Hipposideros pomona bat coronavirus CHB25","MN611525.1","Hipposideros larvatus","yinpterochiroptera","yinpterochiroptera",0.04825,0.05918,0.10125,0.07327,0.02835,0.07297,0.2615,0.35523
"635","Alphacoronavirus","Hipposideros pomona bat coronavirus HKU10-related","MN611523.1","Hipposideros pomona","yinpterochiroptera","yinpterochiroptera",0.05853,0.02973,0.04608,0.12835,0.02323,0.04607,0.3202,0.3478
"636","Alphacoronavirus","Rhinolophus bat coronavirus HKU32","MK720946.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.05382,0.007,0.10665,0.01453,0.04798,0.06303,0.34038,0.3666
"637","Alphacoronavirus","Rhinolophus bat coronavirus HKU32","MK720945.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.05382,0.007,0.10665,0.01453,0.04798,0.06303,0.34038,0.3666
"638","Alphacoronavirus","Rousettus aegyptiacus bat coronavirus 229E-related","MN611517.1","Rousettus aegyptiacus","yinpterochiroptera","yinpterochiroptera",0.05305,0.02983,0.0645,0.02392,0.01308,0.02205,0.39068,0.40288
"639","Betacoronavirus","Rousettus bat coronavirus","NC_030886.1","Rousettus leschenaulti","yinpterochiroptera","yinpterochiroptera",0.16107,0.01642,0.12095,0.011,0.10712,0.08765,0.24378,0.25202
"640","Betacoronavirus","Rousettus bat coronavirus","KU762338.1","Rousettus leschenaulti","yinpterochiroptera","yinpterochiroptera",0.16107,0.01642,0.12095,0.011,0.10712,0.08765,0.24378,0.25202
"641","Betacoronavirus","Rousettus bat coronavirus HKU9","MG762674.1","Rousettus","yinpterochiroptera","yinpterochiroptera",0.07962,0.03962,0.10522,0.01517,0.10955,0.03417,0.20975,0.40692
"642","Betacoronavirus","Rousettus bat coronavirus/Kenya/KY06/2006","HQ728483.1","Rousettus aegyptiacus","yinpterochiroptera","yinpterochiroptera",0.07398,0.06918,0.05187,0.05972,0.1685,0.04463,0.09165,0.44047
"643","Betacoronavirus","SARS coronavirus Rs_672/2006","FJ588686.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01601,6e-04,0.01559,0.00048,0.00598,0.00493,0.03762,0.91879
"644","Betacoronavirus","SARS-like coronavirus BatCoV/BB9904/BGR/2008","KR559017.1","Rhinolophus euryale","yinpterochiroptera","yinpterochiroptera",0.0196,0.0035,0.04763,0.00583,0.0216,0.08042,0.39138,0.43003
"645","Betacoronavirus","SARS-like coronavirus WIV16","KT444582.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00893,0.0018,0.09137,0.00092,0.0054,0.00317,0.03788,0.85053
"646","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus","KY352407.1","Rhinolophus","yinpterochiroptera","yinpterochiroptera",0.27048,0.02358,0.11364,0.01486,0.01765,0.03445,0.16952,0.35581
"647","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094688.1","Rhinolophus","yinpterochiroptera","yangochiroptera",0.03573,0.04813,0.0325,0.05948,0.09973,0.20028,0.31525,0.20888
"648","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094687.1","Rhinolophus","yinpterochiroptera","yangochiroptera",0.03768,0.04868,0.03283,0.05575,0.10212,0.19677,0.32463,0.20153
"649","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094686.1","Rhinolophus","yinpterochiroptera","yangochiroptera",0.02908,0.04653,0.02055,0.07923,0.14697,0.08345,0.35472,0.23947
"650","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094685.1","Rhinolophus","yinpterochiroptera","yangochiroptera",0.02417,0.04683,0.01597,0.08418,0.08273,0.08528,0.44137,0.21947
