"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"91","EU822337.1","lcl|EU822337.1_cds_ACJ50167.1_1 [gene=S] [protein=spike protein] [protein_id=ACJ50167.1] [location=1..3501] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2008/11/24","complete_spike",3501,"3374/05|Taiwan"
"92","KT852992.1","lcl|KT852992.1_cds_AMD40263.1_3 [gene=S] [protein=spike protein] [protein_id=AMD40263.1] [location=20405..23902] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2016/02/10","whole_genome",3498,"tl/CH/LDT3/03|Gallus gallus|China|2015"
"93","JQ920406.1","lcl|JQ920406.1_cds_AFP50310.1_1 [gene=S] [protein=spike protein] [protein_id=AFP50310.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/31","complete_spike",3498,"ES90|Gallus gallus|South Korea|1990"
"94","MK878536.1","lcl|MK878536.1_cds_QCX19619.1_3 [protein=spike glycoprotein] [protein_id=QCX19619.1] [location=20371..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2019/06/09","whole_genome",3501,"DMV/1639|GA9977/2019|chicken|USA|10-Jan-2019"
"95","KU900744.1","lcl|KU900744.1_cds_ARS22460.1_3 [gene=S] [protein=S protein] [protein_id=ARS22460.1] [location=20374..23865] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/05/24","whole_genome",3492,"QIA-Q43|Gallus gallus|Avian infectious bronchitis virus|South Korea|2006"
"96","DQ068701.1","lcl|DQ068701.1_cds_AAZ09202.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=AAZ09202.1] [location=1..3501] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2005/07/19","complete_spike",3501,"Chicken/China/LDL97I/97|chicken|CK/CH/LDL97I/97|Avian infectious bronchitis virus|China"
"97","JQ920385.1","lcl|JQ920385.1_cds_AFP50226.1_1 [gene=S] [protein=spike protein] [protein_id=AFP50226.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/31","complete_spike",3498,"1116|Gallus gallus|South Korea|2010"
"98","KJ425492.1","lcl|KJ425492.1_cds_AHX25956.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX25956.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHB/120403|Gallus gallus|China|03-Apr-2012"
"99","GU393336.1","lcl|GU393336.1_cds_ADV71797.1_3 [protein=spike protein] [protein_id=ADV71797.1] [location=20365..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/08/26","whole_genome",3507,"Holte|Gallus gallus|Avian Infectious Bronchitis Virus|USA|1954"
"100","GU393337.1","lcl|GU393337.1_cds_ADV71810.1_3 [protein=spike protein] [protein_id=ADV71810.1] [location=20374..23880] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/08/26","whole_genome",3507,"Iowa 97|Gallus gallus|Avian Infectious Bronchitis Virus|USA|1956"
"101","KX364293.1","lcl|KX364293.1_cds_ARB66135.1_2 [gene=S] [protein=spike protein] [protein_id=ARB66135.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/04/03","whole_genome",3498,"ck/CH/LJL/07III|Gallus gallus|LX4|China|2007"
"102","KJ425507.1","lcl|KJ425507.1_cds_AHX26091.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26091.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHLJ/131216|Gallus gallus|China|16-Dec-2013"
"103","KM365466.1","lcl|KM365466.1_cds_AJP08821.1_1 [gene=S] [protein=spike protein] [protein_id=AJP08821.1] [location=1..3516] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2016/12/31","complete_spike",3516,"GX-NN120084|chicken|China|2012"
"104","KP118889.1","lcl|KP118889.1_cds_AJT47923.1_2 [gene=S] [protein=spike protein] [protein_id=AJT47923.1] [location=20371..23865] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2015/03/16","whole_genome",3495,"ck/CH/LHB/130575|genomic RNA|Gallus gallus|China|2013"
"105","JX195175.1","lcl|JX195175.1_cds_AFQ94213.1_2 [gene=S] [protein=S protein] [protein_id=AFQ94213.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/09/05","whole_genome",3498,"ck/CH/LDL/091022|chicken|China"
"106","KX302861.1","lcl|KX302861.1_cds_APZ73661.1_2 [gene=S] [protein=spike protein] [protein_id=APZ73661.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/05","whole_genome",3498,"ck/CH/LJS/131049|Gallus gallus|LX4|China|2013"
"107","KX640829.1","lcl|KX640829.1_cds_AQY55893.1_2 [gene=S] [protein=spike protein] [protein_id=AQY55893.1] [location=20365..23862] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/03/18","whole_genome",3498,"ck/CH/LGX/111119|Gallus gallus|China|2011"
"108","KX434790.1","lcl|KX434790.1_cds_AQY55884.1_2 [gene=S] [protein=spike protein] [protein_id=AQY55884.1] [location=20311..23808] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/03/18","whole_genome",3498,"ck/CH/LJS/111210|Gallus gallus|LX4|China|2011"
"109","KP118884.1","lcl|KP118884.1_cds_AJT47878.1_2 [gene=S] [protein=spike protein] [protein_id=AJT47878.1] [location=20314..23808] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2015/03/16","whole_genome",3495,"ck/CH/LSD/110851|genomic RNA|Gallus gallus|China|2011"
"110","MK032180.1","lcl|MK032180.1_cds_AZA07856.1_2 [gene=S] [protein=spike protein] [protein_id=AZA07856.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2018/11/26","whole_genome",3498,"gammaCoV/ck/China/I0737/17|Gallus|China|2017"
"111","KJ425503.1","lcl|KJ425503.1_cds_AHX26055.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26055.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHLJ/090908|Gallus gallus|China|08-Sep-2009"
"112","KX219801.1","lcl|KX219801.1_cds_APV46184.1_2 [gene=S] [protein=spike protein] [protein_id=APV46184.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/01/22","whole_genome",3498,"ck/CH/LSD/120437|Gallus gallus|LX4|China|Apr-2012"
"113","JQ920389.1","lcl|JQ920389.1_cds_AFP50242.1_1 [gene=S] [protein=spike protein] [protein_id=AFP50242.1] [location=1..3507] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/31","complete_spike",3507,"9011|Gallus gallus|South Korea|2009"
"114","MK142676.1","lcl|MK142676.1_cds_QCX41896.1_3 [protein=S] [protein_id=QCX41896.1] [location=20359..23976] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2019/06/11","whole_genome",3618,"ahysx-1|China|chicken feces|2016"
"115","KX275391.1","lcl|KX275391.1_cds_APZ73816.1_2 [gene=S] [protein=S protein] [protein_id=APZ73816.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/05","whole_genome",3498,"ck/CH/LHLJ/140927|Gallus gallus|China|2014"
"116","KC013541.1","lcl|KC013541.1_cds_AFY11698.1_2 [gene=S] [protein=S protein] [protein_id=AFY11698.1] [location=20368..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/05","whole_genome",3504,"Ck/CH/LGD/120723|chicken|China|12-Jul-2012"
"117","KC119407.1","lcl|KC119407.1_cds_AFY11707.1_2 [gene=S] [protein=S protein] [protein_id=AFY11707.1] [location=20368..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/05","whole_genome",3504,"Ck/CH/LGD/120724|chicken|China|20-Jul-2012"
"118","KY776701.1","lcl|KY776701.1_cds_AVI69453.1_2 [gene=S] [protein=spike protein] [protein_id=AVI69453.1] [location=20302..23781] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2018/03/06","whole_genome",3480,"gammaCoV/ck/China/I0108/17|Gallus gallus|China|2017"
"119","KU900740.1","lcl|KU900740.1_cds_ARS22420.1_3 [gene=S] [protein=S protein] [protein_id=ARS22420.1] [location=20374..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/05/24","whole_genome",3498,"QIA-KR/D79/05|Gallus gallus|Avian infectious bronchitis virus|South Korea|2005"
"120","JQ977698.1","lcl|JQ977698.1_cds_AFQ31010.1_3 [gene=S] [protein=S protein] [protein_id=AFQ31010.1] [location=20371..23862] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/08/27","whole_genome",3492,"KM91|Gallus gallus|South Korea|1991"
"121","KU900742.1","lcl|KU900742.1_cds_ARS22440.1_3 [gene=S] [protein=S protein] [protein_id=ARS22440.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/05/24","whole_genome",3498,"SNU-11045|Gallus gallus|Avian infectious bronchitis virus|South Korea|2011"
"122","KJ425488.1","lcl|KJ425488.1_cds_AHX25920.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX25920.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHB/110825|Gallus gallus|China|25-Aug-2011"
"123","JN022554.1","lcl|JN022554.1_cds_AER08739.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=AER08739.1] [location=1..3489] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/10/26","complete_spike",3489,"Mass|900419|chicken|Mass|egg innoculation|Sweden|allantoic fluid|1999|SVA"
"124","KX236008.1","lcl|KX236008.1_cds_APY26807.1_2 [gene=s] [protein=spike protein] [protein_id=APY26807.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/04","whole_genome",3498,"ck/CH/LDL/130325|Gallus gallus|genomic RNA|China|2013"
"125","DQ001336.1","lcl|DQ001336.1_cds_AAY21244.1_1 [protein=spike protein] [protein_id=AAY21244.1] [location=1..3489] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2005/05/02","complete_spike",3489,"Beaudette|variant 3|Avian infectious bronchitis virus|Singapore|chicken embryo cell passage 3"
"126","JQ920399.1","lcl|JQ920399.1_cds_AFP50282.1_1 [gene=S] [protein=spike protein] [protein_id=AFP50282.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/31","complete_spike",3498,"11036|Gallus gallus|South Korea|2011"
"127","AY851295.1","lcl|AY851295.1_cds_AAW33786.1_3 [protein=spike glycoprotein] [protein_id=AAW33786.1] [location=20374..23862] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2005/01/10","whole_genome",3489,"Mass 41; M41|Massachusetts"
"128","DQ458218.3","lcl|DQ458218.3_cds_ABE68840.3_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABE68840.3] [location=1..3510] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2006/04/18","complete_spike",3510,"ArkDPI-like; by RFLP pattern|AL/7149/00|USA|chorioallantoic fluid from embryonated chicken eggs"
"129","FJ829880.1","lcl|FJ829880.1_cds_ACX71849.1_1 [gene=S] [protein=spike protein] [protein_id=ACX71849.1] [location=1..3489] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/10/20","complete_spike",3489,"AH240|chicken|China: Anhui|2008"
"130","KJ469741.1","lcl|KJ469741.1_cds_AHY19807.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=AHY19807.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/05/03","complete_spike",3498,"SDIB763/2012|chicken|China|04-May-2012"
"131","DQ001342.1","lcl|DQ001342.1_cds_AAY21248.1_1 [protein=spike protein] [protein_id=AAY21248.1] [location=1..3489] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2005/05/02","complete_spike",3489,"Beaudette|IBV-p36|Avian infectious bronchitis virus|Vero cell"
"132","KX302862.1","lcl|KX302862.1_cds_APZ73670.1_2 [gene=S] [protein=spike protein] [protein_id=APZ73670.1] [location=20338..23835] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/05","whole_genome",3498,"ck/CH/LJS/101111|Gallus gallus|LX4|China|Nov-2010"
"133","KJ435286.1","lcl|KJ435286.1_cds_AHX26172.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26172.1] [location=20374..23862] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LSD/1112150|Gallus gallus|China|27-Dec-2011"
"134","KJ669722.1","lcl|KJ669722.1_cds_AJP08741.1_1 [gene=S] [protein=spike protein] [protein_id=AJP08741.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2016/12/31","complete_spike",3498,"GX-YL13080630|chicken|China|2013"
"135","KU900743.1","lcl|KU900743.1_cds_ARS22450.1_3 [gene=S] [protein=S protein] [protein_id=ARS22450.1] [location=20374..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/05/24","whole_genome",3498,"SNU-10043|Gallus gallus|Avian infectious bronchitis virus|South Korea|2010"
"136","MG763935.1","lcl|MG763935.1_cds_AVX27612.1_3 [protein=spike protein] [protein_id=AVX27612.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2018/04/15","whole_genome",3489,"IBV/Chicken/Haryana/53/2013|chicken|I|India|trachea|2013"
"137","KY799582.1","lcl|KY799582.1_cds_AVI69485.1_2 [gene=S] [protein=spike protein] [protein_id=AVI69485.1] [location=20368..23871] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2018/03/06","whole_genome",3504,"ck/CH/LSC/99I|Gallus gallus|China"
"138","EU822340.1","lcl|EU822340.1_cds_ACJ50191.1_1 [gene=S] [protein=spike protein] [protein_id=ACJ50191.1] [location=1..3501] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2008/11/24","complete_spike",3501,"2992/02|Taiwan"
"139","KX252776.1","lcl|KX252776.1_cds_APY23515.1_2 [gene=S] [protein=spike protein] [protein_id=APY23515.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/01","whole_genome",3498,"ck/CH/LHB/131144|Gallus gallus|China|2013"
"140","KJ425505.1","lcl|KJ425505.1_cds_AHX26073.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26073.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHLJ/110310|Gallus gallus|China|10-Mar-2011"
"141","MN599049.1","lcl|MN599049.1_cds_QGX07410.1_3 [protein=spike glycoprotein] [protein_id=QGX07410.1] [location=20341..23850] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2019/12/21","whole_genome",3510,"GA/1476/2015|broiler|USA|31-Jul-2015|GA08"
"142","EU359656.1","lcl|EU359656.1_cds_ABY66339.1_1 [protein=spike glycoprotein] [protein_id=ABY66339.1] [location=1..3510] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2008/04/15","complete_spike",3510,"ArkDPI|AL/5364/00|USA"
"143","KR265089.1","lcl|KR265089.1_cds_ART35325.1_1 [gene=S] [protein=spike protein] [protein_id=ART35325.1] [location=1..3516] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/12/31","complete_spike",3516,"GX-QZ130065|chicken|China|2013"
"144","KX236001.1","lcl|KX236001.1_cds_APY26745.1_2 [gene=S] [protein=S protein] [protein_id=APY26745.1] [location=20341..23838] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/04","whole_genome",3498,"ck/CH/LSD/03I|Gallus gallus|LX4|China|2003"
"145","JF893452.2","lcl|JF893452.2_cds_AEJ80238.2_3 [gene=S] [protein=spike glycoprotein] [protein_id=AEJ80238.2] [location=20361..23864] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/07/11","whole_genome",3504,"YN|chicken|China|2005"
"146","JQ920403.1","lcl|JQ920403.1_cds_AFP50298.1_1 [gene=S] [protein=spike protein] [protein_id=AFP50298.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2012/12/31","complete_spike",3498,"11045|Gallus gallus|South Korea|2011"
"147","KJ425511.1","lcl|KJ425511.1_cds_AHX26127.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26127.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LSD/110529|Gallus gallus|China|29-May-2011"
"148","GU393331.1","lcl|GU393331.1_cds_ADV71734.1_3 [protein=spike protein] [protein_id=ADV71734.1] [location=20373..23873] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2011/08/26","whole_genome",3501,"Cal56b|Gallus gallus|Avian Infectious Bronchitis Virus|USA|1991"
"149","KX236013.1","lcl|KX236013.1_cds_APY26852.1_2 [gene=S] [protein=spike protein] [protein_id=APY26852.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/04","whole_genome",3498,"ck/CH/LSD/120742|Gallus gallus|genomic RNA|China|2012"
"150","KJ425502.1","lcl|KJ425502.1_cds_AHX26046.1_2 [gene=S] [protein=spike protein] [exception=ribosomal slippage] [protein_id=AHX26046.1] [location=20314..23802] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2014/04/23","whole_genome",3489,"ck/CH/LHB/131143|Gallus gallus|China|26-Nov-2013"
"151","MK510432.1","lcl|MK510432.1_cds_QIN55196.1_1 [protein=spike protein] [protein_id=QIN55196.1] [location=1..3498] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2020/04/01","complete_spike",3498,"R18/9|chicken|South Korea|retail chicken meat|06-Mar-2018|S.H. Lee"
"152","EU359654.1","lcl|EU359654.1_cds_ABY66337.1_1 [protein=spike glycoprotein] [protein_id=ABY66337.1] [location=1..3510] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2008/04/15","complete_spike",3510,"ArkDPI|AL/1793/01|USA"
"153","DQ001335.1","lcl|DQ001335.1_cds_AAY21243.1_1 [protein=spike protein] [protein_id=AAY21243.1] [location=1..3489] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2005/05/02","complete_spike",3489,"Beaudette|variant 2|Avian infectious bronchitis virus|Singapore|chicken embryo cell passage 3"
"154","MK581203.1","lcl|MK581203.1_cds_QDQ69134.1_3 [protein=spike protein] [protein_id=QDQ69134.1] [location=20348..23857] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2019/07/31","whole_genome",3510,"gammaCoV/Ck/Poland/162/1997|Gallus gallus|Poland|Jul-1997"
"155","KX375807.1","lcl|KX375807.1_cds_AQY55821.1_2 [gene=S] [protein=spike protein] [protein_id=AQY55821.1] [location=20371..23859] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/03/18","whole_genome",3489,"ck/CH/LHLJ/110836|Gallus gallus|LX4|China|2011"
"156","KX275393.1","lcl|KX275393.1_cds_APZ73834.1_2 [gene=S] [protein=S protein] [protein_id=APZ73834.1] [location=20371..23868] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/05","whole_genome",3498,"ck/CH/LHLJ/130705|Gallus gallus|LX4|China|Jul-2013"
"157","KX236015.1","lcl|KX236015.1_cds_APY26870.1_2 [gene=S] [protein=S protein] [protein_id=APY26870.1] [location=20368..23865] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2017/02/04","whole_genome",3498,"ck/CH/LDL/140709|Gallus gallus|LX4|China|Jul-2014"
"158","KC008600.1","lcl|KC008600.1_cds_AGK85499.1_3 [protein=spike protein] [protein_id=AGK85499.1] [location=20363..23866] [gbkey=CDS]","11120","Gammacoronavirus","Infectious bronchitis virus","2013/11/01","whole_genome",3504,"GX-C|chicken|China|1985"
